No,;Time;Source;Destination;Protocol;Length;Info;;;;;;;;;;;;;;;;;;;;;
1;0;23,7,217,88;192,168,43,47;TCP;54;443  >  49718 [ACK] Seq=1 Ack=1 Win=245 Len=0;;;;;;;;;;;;;;;;time 2;Time 2;;delay 2;delay 1;jiter
22;0,379928;23,7,217,88;192,168,43,47;TLSv1,2;1350;Certificate [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;;0,379928;0,379316;;0;0,000612;0,000612
23;0,379928;23,7,217,88;192,168,43,47;TLSv1,2;1454;Certificate Status [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;;0,379928;0,379928;;0,000245;0;0,000245
24;0,380173;192,168,43,47;23,7,217,88;TCP;54;49720  >  443 [ACK] Seq=218 Ack=5497 Win=65792 Len=0;;;;;;;;;;;;;;;;0,380173;0,379928;;0,089577;0,000245;0,089332
25;0,46975;23,7,217,88;192,168,43,47;TLSv1,2;336;Server Key Exchange, Server Hello Done;;;;;;;;;;;;;;;;0,46975;0,380173;;0,007049;0,089577;0,082528
26;0,476799;192,168,43,47;23,7,217,88;TLSv1,2;180;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;;0,476799;0,46975;;0,087358;0,007049;0,080309
27;0,564157;23,7,217,88;192,168,43,47;TLSv1,2;328;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;;0,564157;0,476799;;0,002562;0,087358;0,084796
28;0,566719;192,168,43,47;23,7,217,88;TLSv1,2;587;Application Data;;;;;;;;;;;;;;;;0,566719;0,564157;;0,157669;0,002562;0,155107
29;0,724388;23,7,217,88;192,168,43,47;TCP;54;443  >  49720 [ACK] Seq=6053 Ack=877 Win=31360 Len=0;;;;;;;;;;;;;;;;0,724388;0,566719;;0,107857;0,157669;0,049812
30;0,832245;23,7,217,88;192,168,43,47;TLSv1,2;749;Application Data;;;;;;;;;;;;;;;;0,832245;0,724388;;0,003359;0,107857;0,104498
31;0,835604;192,168,43,47;23,7,217,88;TCP;54;49720  >  443 [FIN, ACK] Seq=877 Ack=6748 Win=64512 Len=0;;;;;;;;;;;;;;;;0,835604;0,832245;;0,072358;0,003359;0,068999
34;0,907962;192,168,43,47;23,7,217,88;TCP;66;49721  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;;;;;;;;0,907962;0,835604;;0,020145;0,072358;0,052213
35;0,928107;23,7,217,88;192,168,43,47;TLSv1,2;85;Encrypted Alert;;;;;;;;;;;;;;;;0,928107;0,907962;;0,000168;0,020145;0,019977
36;0,928275;192,168,43,47;23,7,217,88;TCP;54;49720  >  443 [RST, ACK] Seq=878 Ack=6779 Win=0 Len=0;;;;;;;;;;;;;;;;0,928275;0,928107;;0,000305;0,000168;0,000137
37;0,92858;23,7,217,88;192,168,43,47;TCP;54;443  >  49720 [FIN, ACK] Seq=6779 Ack=878 Win=31360 Len=0;;;;;;;;;;;;;;;;0,92858;0,928275;;0,059786;0,000305;0,059481
38;0,988366;23,7,217,88;192,168,43,47;TCP;66;443  >  49721 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1400 SACK_PERM=1 WS=128;;;;;;;;;;;;;;;;0,988366;0,92858;;0,000229;0,059786;0,059557
39;0,988595;192,168,43,47;23,7,217,88;TCP;54;49721  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0;;;;;;;;;;;;;;;;0,988595;0,988366;;0,001065;0,000229;0,000836
40;0,98966;192,168,43,47;23,7,217,88;TLSv1,2;271;Client Hello;;;;;;;;;;;;;;;;0,98966;0,988595;;1084598,01;0,001065;1084598,009
41;1.084.599;23,7,217,88;192,168,43,47;TCP;54;443  >  49721 [ACK] Seq=1 Ack=218 Win=30336 Len=0;;;;;;;;;;;;;;;;1.084.599;0,98966;;0;1084598,01;1084598,01
42;1.084.599;23,7,217,88;192,168,43,47;TLSv1,2;1454;Server Hello;;;;;;;;;;;;;;;;1.084.599;1.084.599;;0;0;0
43;1.084.599;23,7,217,88;192,168,43,47;TCP;1350;[TCP Previous segment not captured] 443  >  49721 [PSH, ACK] Seq=2801 Ack=218 Win=30336 Len=1296 [TCP segment of a reassembled PDU] [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;;1.084.599;1.084.599;;198;0;198
44;1.084.797;192,168,43,47;23,7,217,88;TCP;66;49721  >  443 [ACK] Seq=218 Ack=1401 Win=65792 Len=0 SLE=2801 SRE=4097;;;;;;;;;;;;;;;;1.084.797;1.084.599;;333;198;135
45;1.085.130;23,7,217,88;192,168,43,47;TCP;1454;[TCP Out-Of-Order] 443  >  49721 [ACK] Seq=1401 Ack=218 Win=30336 Len=1400;;;;;;;;;;;;;;;;1.085.130;1.084.797;;0;333;333
46;1.085.130;23,7,217,88;192,168,43,47;TLSv1,2;1454;Certificate Status [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;;1.085.130;1.085.130;;100;0;100
47;1.085.230;192,168,43,47;23,7,217,88;TCP;54;49721  >  443 [ACK] Seq=218 Ack=4097 Win=65792 Len=0;;;;;;;;;;;;;;;;1.085.230;1.085.130;;95;100;5
48;1.085.325;192,168,43,47;23,7,217,88;TCP;54;49721  >  443 [ACK] Seq=218 Ack=5497 Win=65792 Len=0;;;;;;;;;;;;;;;;1.085.325;1.085.230;;81975;95;81880
49;1.167.300;23,7,217,88;192,168,43,47;TLSv1,2;336;Server Key Exchange, Server Hello Done;;;;;;;;;;;;;;;;1.167.300;1.085.325;;6998;81975;74977
50;1.174.298;192,168,43,47;23,7,217,88;TLSv1,2;180;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;;1.174.298;1.167.300;;81168;6998;74170
51;1.255.466;23,7,217,88;192,168,43,47;TLSv1,2;328;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;;1.255.466;1.174.298;;2448;81168;78720
52;1.257.914;192,168,43,47;23,7,217,88;TLSv1,2;587;Application Data;;;;;;;;;;;;;;;;1.257.914;1.255.466;;87362;2448;84914
53;1.345.276;23,7,217,88;192,168,43,47;TLSv1,2;747;Application Data;;;;;;;;;;;;;;;;1.345.276;1.257.914;;3898;87362;83464
54;1.349.174;192,168,43,47;23,7,217,88;TCP;54;49721  >  443 [FIN, ACK] Seq=877 Ack=6746 Win=64512 Len=0;;;;;;;;;;;;;;;;1.349.174;1.345.276;;78505;3898;74607
56;1.427.679;23,7,217,88;192,168,43,47;TCP;54;[TCP Previous segment not captured] 443  >  49721 [FIN, ACK] Seq=6777 Ack=878 Win=31360 Len=0;;;;;;;;;;;;;;;;1.427.679;1.349.174;;190;78505;78315
57;1.427.869;192,168,43,47;23,7,217,88;TCP;54;[TCP Dup ACK 54#1] 49721  >  443 [ACK] Seq=878 Ack=6746 Win=64512 Len=0;;;;;;;;;;;;;;;;1.427.869;1.427.679;;306;190;116
58;1.428.175;23,7,217,88;192,168,43,47;TCP;85;[TCP Out-Of-Order] 443  >  49721 [PSH, ACK] Seq=6746 Ack=878 Win=31360 Len=31;;;;;;;;;;;;;;;;1.428.175;1.427.869;;78;306;228
59;1.428.253;192,168,43,47;23,7,217,88;TCP;54;49721  >  443 [RST, ACK] Seq=878 Ack=6777 Win=0 Len=0;;;;;;;;;;;;;;;;1.428.253;1.428.175;;20559;78;20481
61;1.448.812;192,168,43,47;23,7,217,88;TCP;66;49724  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;;;;;;;;1.448.812;1.428.253;;74871;20559;54312
62;1.523.683;23,7,217,88;192,168,43,47;TCP;66;443  >  49724 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1400 SACK_PERM=1 WS=128;;;;;;;;;;;;;;;;1.523.683;1.448.812;;226;74871;74645
63;1.523.909;192,168,43,47;23,7,217,88;TCP;54;49724  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0;;;;;;;;;;;;;;;;1.523.909;1.523.683;;1059;226;833
64;1.524.968;192,168,43,47;23,7,217,88;TLSv1,2;271;Client Hello;;;;;;;;;;;;;;;;1.524.968;1.523.909;;87346;1059;86287
65;1.612.314;23,7,217,88;192,168,43,47;TCP;54;443  >  49724 [ACK] Seq=1 Ack=218 Win=30336 Len=0;;;;;;;;;;;;;;;;1.612.314;1.524.968;;920;87346;86426
66;1.613.234;23,7,217,88;192,168,43,47;TCP;1454;[TCP Previous segment not captured] 443  >  49724 [ACK] Seq=1401 Ack=218 Win=30336 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;;1.613.234;1.612.314;;108;920;812
67;1.613.342;192,168,43,47;23,7,217,88;TCP;66;[TCP Dup ACK 63#1] 49724  >  443 [ACK] Seq=218 Ack=1 Win=65792 Len=0 SLE=1401 SRE=2801;;;;;;;;;;;;;;;;1.613.342;1.613.234;;312;108;204
68;1.613.654;23,7,217,88;192,168,43,47;TCP;1350;443  >  49724 [PSH, ACK] Seq=2801 Ack=218 Win=30336 Len=1296 [TCP segment of a reassembled PDU] [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;;1.613.654;1.613.342;;67;312;245
69;1.613.721;192,168,43,47;23,7,217,88;TCP;66;[TCP Dup ACK 63#2] 49724  >  443 [ACK] Seq=218 Ack=1 Win=65792 Len=0 SLE=1401 SRE=4097;;;;;;;;;;;;;;;;1.613.721;1.613.654;;359;67;292
70;1.614.080;23,7,217,88;192,168,43,47;TLSv1,2;1454;[TCP Fast Retransmission] , Server Hello;;;;;;;;;;;;;;;;1.614.080;1.613.721;;97;359;262
71;1.614.177;192,168,43,47;23,7,217,88;TCP;54;49724  >  443 [ACK] Seq=218 Ack=4097 Win=65792 Len=0;;;;;;;;;;;;;;;;1.614.177;1.614.080;;17608;97;17511
72;1.631.785;23,7,217,88;192,168,43,47;TLSv1,2;1454;Ignored Unknown Record;;;;;;;;;;;;;;;;1.631.785;1.614.177;;43146;17608;25538
73;1.674.931;192,168,43,47;23,7,217,88;TCP;54;49724  >  443 [ACK] Seq=218 Ack=5497 Win=65792 Len=0;;;;;;;;;;;;;;;;1.674.931;1.631.785;;11384;43146;31762
74;1.686.315;23,7,217,88;192,168,43,47;TLSv1,2;336;Ignored Unknown Record;;;;;;;;;;;;;;;;1.686.315;1.674.931;;7071;11384;4313
75;1.693.386;192,168,43,47;23,7,217,88;TLSv1,2;180;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;;1.693.386;1.686.315;;90941;7071;83870
76;1.784.327;23,7,217,88;192,168,43,47;TLSv1,2;328;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;;1.784.327;1.693.386;;2544;90941;88397
77;1.786.871;192,168,43,47;23,7,217,88;TLSv1,2;584;Application Data;;;;;;;;;;;;;;;;1.786.871;1.784.327;;105728;2544;103184
78;1.892.599;23,7,217,88;192,168,43,47;TLSv1,2;726;Application Data;;;;;;;;;;;;;;;;1.892.599;1.786.871;;2782;105728;102946
79;1.895.381;192,168,43,47;23,7,217,88;TCP;54;49724  >  443 [FIN, ACK] Seq=874 Ack=6725 Win=64512 Len=0;;;;;;;;;;;;;;;;1.895.381;1.892.599;;68150;2782;65368
80;1.963.531;23,7,217,88;192,168,43,47;TCP;54;[TCP Previous segment not captured] 443  >  49724 [FIN, ACK] Seq=6756 Ack=875 Win=31360 Len=0;;;;;;;;;;;;;;;;1.963.531;1.895.381;;148;68150;68002
81;1.963.679;192,168,43,47;23,7,217,88;TCP;54;[TCP Dup ACK 79#1] 49724  >  443 [ACK] Seq=875 Ack=6725 Win=64512 Len=0;;;;;;;;;;;;;;;;1.963.679;1.963.531;;319;148;171
82;1.963.998;23,7,217,88;192,168,43,47;TCP;85;[TCP Out-Of-Order] 443  >  49724 [PSH, ACK] Seq=6725 Ack=875 Win=31360 Len=31;;;;;;;;;;;;;;;;1.963.998;1.963.679;;85;319;234
83;1.964.083;192,168,43,47;23,7,217,88;TCP;54;49724  >  443 [RST, ACK] Seq=875 Ack=6756 Win=0 Len=0;;;;;;;;;;;;;;;;1.964.083;1.963.998;;17793;85;17708
86;1.981.876;192,168,43,47;23,7,217,88;TCP;66;49725  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;;;;;;;;1.981.876;1.964.083;;91486;17793;73693
87;2.073.362;23,7,217,88;192,168,43,47;TCP;66;443  >  49725 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1400 SACK_PERM=1 WS=128;;;;;;;;;;;;;;;;2.073.362;1.981.876;;219;91486;91267
88;2.073.581;192,168,43,47;23,7,217,88;TCP;54;49725  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0;;;;;;;;;;;;;;;;2.073.581;2.073.362;;1081;219;862
89;2.074.662;192,168,43,47;23,7,217,88;TLSv1,2;271;Client Hello;;;;;;;;;;;;;;;;2.074.662;2.073.581;;76886;1081;75805
90;2.151.548;23,7,217,88;192,168,43,47;TCP;54;443  >  49725 [ACK] Seq=1 Ack=218 Win=30336 Len=0;;;;;;;;;;;;;;;;2.151.548;2.074.662;;951;76886;75935
91;2.152.499;23,7,217,88;192,168,43,47;TLSv1,2;1454;Server Hello;;;;;;;;;;;;;;;;2.152.499;2.151.548;;539;951;412
92;2.153.038;23,7,217,88;192,168,43,47;TCP;1454;443  >  49725 [ACK] Seq=1401 Ack=218 Win=30336 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;;2.153.038;2.152.499;;0;539;539
93;2.153.038;23,7,217,88;192,168,43,47;TLSv1,2;1350;Certificate [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;;2.153.038;2.153.038;;121;0;121
94;2.153.159;192,168,43,47;23,7,217,88;TCP;54;49725  >  443 [ACK] Seq=218 Ack=4097 Win=65792 Len=0;;;;;;;;;;;;;;;;2.153.159;2.153.038;;9505;121;9384
95;2.162.664;23,7,217,88;192,168,43,47;TLSv1,2;1454;Certificate Status [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;;2.162.664;2.153.159;;161;9505;9344
96;2.162.825;192,168,43,47;23,7,217,88;TCP;54;49725  >  443 [ACK] Seq=218 Ack=5497 Win=65792 Len=0;;;;;;;;;;;;;;;;2.162.825;2.162.664;;68790;161;68629
97;2.231.615;23,7,217,88;192,168,43,47;TLSv1,2;336;Server Key Exchange, Server Hello Done;;;;;;;;;;;;;;;;2.231.615;2.162.825;;7159;68790;61631
98;2.238.774;192,168,43,47;23,7,217,88;TLSv1,2;180;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;;2.238.774;2.231.615;;84422;7159;77263
99;2.323.196;23,7,217,88;192,168,43,47;TLSv1,2;328;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;;2.323.196;2.238.774;;2553;84422;81869
100;2.325.749;192,168,43,47;23,7,217,88;TLSv1,2;587;Application Data;;;;;;;;;;;;;;;;2.325.749;2.323.196;;95838;2553;93285
101;2.421.587;23,7,217,88;192,168,43,47;TLSv1,2;742;Application Data;;;;;;;;;;;;;;;;2.421.587;2.325.749;;3327;95838;92511
102;2.424.914;192,168,43,47;23,7,217,88;TCP;54;49725  >  443 [FIN, ACK] Seq=877 Ack=6741 Win=64512 Len=0;;;;;;;;;;;;;;;;2.424.914;2.421.587;;72679;3327;69352
105;2.497.593;192,168,43,47;23,7,217,88;TCP;66;49726  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;;;;;;;;2.497.593;2.424.914;;6524;72679;66155
106;2.504.117;23,7,217,88;192,168,43,47;TLSv1,2;85;Encrypted Alert;;;;;;;;;;;;;;;;2.504.117;2.497.593;;166;6524;6358
107;2.504.283;192,168,43,47;23,7,217,88;TCP;54;49725  >  443 [RST, ACK] Seq=878 Ack=6772 Win=0 Len=0;;;;;;;;;;;;;;;;2.504.283;2.504.117;;297;166;131
108;2.504.580;23,7,217,88;192,168,43,47;TCP;54;443  >  49725 [FIN, ACK] Seq=6772 Ack=878 Win=31360 Len=0;;;;;;;;;;;;;;;;2.504.580;2.504.283;;80033;297;79736
109;2.584.613;23,7,217,88;192,168,43,47;TCP;66;443  >  49726 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1400 SACK_PERM=1 WS=128;;;;;;;;;;;;;;;;2.584.613;2.504.580;;234;80033;79799
110;2.584.847;192,168,43,47;23,7,217,88;TCP;54;49726  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0;;;;;;;;;;;;;;;;2.584.847;2.584.613;;1023;234;789
111;2.585.870;192,168,43,47;23,7,217,88;TLSv1,2;271;Client Hello;;;;;;;;;;;;;;;;2.585.870;2.584.847;;79450;1023;78427
112;2.665.320;23,7,217,88;192,168,43,47;TCP;54;443  >  49726 [ACK] Seq=1 Ack=218 Win=30336 Len=0;;;;;;;;;;;;;;;;2.665.320;2.585.870;;648;79450;78802
113;2.665.968;23,7,217,88;192,168,43,47;TCP;1454;[TCP Previous segment not captured] 443  >  49726 [ACK] Seq=1401 Ack=218 Win=30336 Len=1400;;;;;;;;;;;;;;;;2.665.968;2.665.320;;0;648;648
114;2.665.968;23,7,217,88;192,168,43,47;TLSv1,2;1350;Ignored Unknown Record;;;;;;;;;;;;;;;;2.665.968;2.665.968;;0;0;0
115;2.665.968;23,7,217,88;192,168,43,47;TCP;1454;[TCP Out-Of-Order] 443  >  49726 [ACK] Seq=1 Ack=218 Win=30336 Len=1400;;;;;;;;;;;;;;;;2.665.968;2.665.968;;123;0;123
116;2.666.091;192,168,43,47;23,7,217,88;TCP;66;[TCP Dup ACK 110#1] 49726  >  443 [ACK] Seq=218 Ack=1 Win=65792 Len=0 SLE=1401 SRE=2801;;;;;;;;;;;;;;;;2.666.091;2.665.968;;178;123;55
117;2.666.269;192,168,43,47;23,7,217,88;TCP;66;[TCP Dup ACK 110#2] 49726  >  443 [ACK] Seq=218 Ack=1 Win=65792 Len=0 SLE=1401 SRE=4097;;;;;;;;;;;;;;;;2.666.269;2.666.091;;124;178;54
118;2.666.393;192,168,43,47;23,7,217,88;TCP;54;49726  >  443 [ACK] Seq=218 Ack=4097 Win=65792 Len=0;;;;;;;;;;;;;;;;2.666.393;2.666.269;;215;124;91
119;2.666.608;23,7,217,88;192,168,43,47;TLSv1,2;1454;Ignored Unknown Record;;;;;;;;;;;;;;;;2.666.608;2.666.393;;40294;215;40079
120;2.706.902;192,168,43,47;23,7,217,88;TCP;54;49726  >  443 [ACK] Seq=218 Ack=5497 Win=65792 Len=0;;;;;;;;;;;;;;;;2.706.902;2.666.608;;51349;40294;11055
121;2.758.251;23,7,217,88;192,168,43,47;TLSv1,2;336;Ignored Unknown Record;;;;;;;;;;;;;;;;2.758.251;2.706.902;;6995;51349;44354
122;2.765.246;192,168,43,47;23,7,217,88;TLSv1,2;180;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;;2.765.246;2.758.251;;95291;6995;88296
123;2.860.537;23,7,217,88;192,168,43,47;TLSv1,2;328;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;;2.860.537;2.765.246;;2497;95291;92794
124;2.863.034;192,168,43,47;23,7,217,88;TLSv1,2;587;Application Data;;;;;;;;;;;;;;;;2.863.034;2.860.537;;129115;2497;126618
125;2.992.149;23,7,217,88;192,168,43,47;TCP;54;443  >  49726 [ACK] Seq=6053 Ack=877 Win=31360 Len=0;;;;;;;;;;;;;;;;2.992.149;2.863.034;;106418;129115;22697
126;3.098.567;23,7,217,88;192,168,43,47;TLSv1,2;742;Application Data;;;;;;;;;;;;;;;;3.098.567;2.992.149;;14497;106418;91921
127;3.113.064;192,168,43,47;23,7,217,88;TCP;54;49726  >  443 [FIN, ACK] Seq=877 Ack=6741 Win=64512 Len=0;;;;;;;;;;;;;;;;3.113.064;3.098.567;;55093;14497;40596
130;3.168.157;192,168,43,47;23,7,217,88;TCP;66;49727  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;;;;;;;;3.168.157;3.113.064;;24924;55093;30169
131;3.193.081;23,7,217,88;192,168,43,47;TCP;54;[TCP Previous segment not captured] 443  >  49726 [FIN, ACK] Seq=6772 Ack=878 Win=31360 Len=0;;;;;;;;;;;;;;;;3.193.081;3.168.157;;149;24924;24775
132;3.193.230;192,168,43,47;23,7,217,88;TCP;54;[TCP Dup ACK 127#1] 49726  >  443 [ACK] Seq=878 Ack=6741 Win=64512 Len=0;;;;;;;;;;;;;;;;3.193.230;3.193.081;;299;149;150
133;3.193.529;23,7,217,88;192,168,43,47;TCP;85;[TCP Out-Of-Order] 443  >  49726 [PSH, ACK] Seq=6741 Ack=878 Win=31360 Len=31;;;;;;;;;;;;;;;;3.193.529;3.193.230;;80;299;219
134;3.193.609;192,168,43,47;23,7,217,88;TCP;54;49726  >  443 [RST, ACK] Seq=878 Ack=6772 Win=0 Len=0;;;;;;;;;;;;;;;;3.193.609;3.193.529;;58758;80;58678
135;3.252.367;23,7,217,88;192,168,43,47;TCP;66;443  >  49727 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1400 SACK_PERM=1 WS=128;;;;;;;;;;;;;;;;3.252.367;3.193.609;;221;58758;58537
136;3.252.588;192,168,43,47;23,7,217,88;TCP;54;49727  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0;;;;;;;;;;;;;;;;3.252.588;3.252.367;;1497;221;1276
137;3.254.085;192,168,43,47;23,7,217,88;TLSv1,2;271;Client Hello;;;;;;;;;;;;;;;;3.254.085;3.252.588;;70358;1497;68861
138;3.324.443;23,9,184,115;192,168,43,47;TCP;54;80  >  49682 [FIN, ACK] Seq=1 Ack=1 Win=245 Len=0;;;;;;;;;;;;;;;;3.324.443;3.254.085;;168;70358;70190
139;3.324.611;192,168,43,47;23,9,184,115;TCP;54;49682  >  80 [ACK] Seq=1 Ack=2 Win=255 Len=0;;;;;;;;;;;;;;;;3.324.611;3.324.443;;41;168;127
140;3.324.652;192,168,43,47;23,9,184,115;TCP;54;49682  >  80 [FIN, ACK] Seq=1 Ack=2 Win=255 Len=0;;;;;;;;;;;;;;;;3.324.652;3.324.611;;8548;41;8507
141;3.333.200;23,7,217,88;192,168,43,47;TCP;54;443  >  49727 [ACK] Seq=1 Ack=218 Win=30336 Len=0;;;;;;;;;;;;;;;;3.333.200;3.324.652;;435;8548;8113
142;3.333.635;23,7,217,88;192,168,43,47;TLSv1,2;1454;Server Hello;;;;;;;;;;;;;;;;3.333.635;3.333.200;;0;435;435
143;3.333.635;23,7,217,88;192,168,43,47;TCP;1350;[TCP Previous segment not captured] 443  >  49727 [PSH, ACK] Seq=2801 Ack=218 Win=30336 Len=1296 [TCP segment of a reassembled PDU] [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;;3.333.635;3.333.635;;145;0;145
144;3.333.780;192,168,43,47;23,7,217,88;TCP;66;49727  >  443 [ACK] Seq=218 Ack=1401 Win=65792 Len=0 SLE=2801 SRE=4097;;;;;;;;;;;;;;;;3.333.780;3.333.635;;478;145;333
145;3.334.258;23,7,217,88;192,168,43,47;TCP;1454;[TCP Out-Of-Order] 443  >  49727 [ACK] Seq=1401 Ack=218 Win=30336 Len=1400;;;;;;;;;;;;;;;;3.334.258;3.333.780;;0;478;478
146;3.334.258;23,7,217,88;192,168,43,47;TLSv1,2;1454;Certificate Status [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;;3.334.258;3.334.258;;109;0;109
